project,tags,country,site,latitude,longitude,reef_type,reef_zone,reef_exposure,reef_slope,tide,current,visibility,relative_depth,management,management_secondary,management_est_year,management_size,management_parties,management_compliance,management_rules,sample_date,sample_time,depth,transect_length,transect_width,assigned_transect_width_m,size_bin,observers,transect_number,label,fish_family,fish_genus,fish_taxon,size,biomass_constant_a,biomass_constant_b,biomass_constant_c,count,biomass_kgha,trophic_level,trophic_group,functional_group,vulnerability,data_policy_beltfish,project_notes,site_notes,management_notes,sample_unit_id,sample_event_id,project_admins,contact_link
Northern Belize Coastal Complex,Blue Ventures (BV),Belize,HCMR-B-GUZ-03,17.851145,-87.983328,barrier,back reef,semi-exposed,NA,NA,NA,>10m - excellent,shallow,General Use Zone,NA,NA,NA,NA,NA,open access,2021-10-23,14:30:00,1.1,10,2m,2,1,Alexander Navarro,108,NA,Lutjanidae,Lutjanus,Lutjanus apodus,15,0.015428,2.988638,1,2,50.49,4.25,piscivore,pisci-invertivore,35.06,public,NA,NA,NA,d8c10ab2-a3b7-403e-90a9-8189605c38c0,35d26736-411f-45bc-8a5e-3725a3d48587,"Darling Ortega, Fabian Kyne, Galento Galvez, Joshua Borland, Shakera Arnold, Celso Sho",https://datamermaid.org/contact-project?project_id=d2225edc-0dbb-4c10-8cc7-e7d6dfaf149f
Northern Belize Coastal Complex,Blue Ventures (BV),Belize,HCMR-B-GUZ-03,17.851145,-87.983328,barrier,back reef,semi-exposed,NA,NA,NA,>10m - excellent,shallow,General Use Zone,NA,NA,NA,NA,NA,open access,2021-10-23,14:30:00,1.1,10,2m,2,1,Alexander Navarro,108,NA,Lutjanidae,Lutjanus,Lutjanus apodus,12,0.015428,2.988638,1,1,12.96,4.25,piscivore,pisci-invertivore,35.06,public,NA,NA,NA,d8c10ab2-a3b7-403e-90a9-8189605c38c0,35d26736-411f-45bc-8a5e-3725a3d48587,"Darling Ortega, Fabian Kyne, Galento Galvez, Joshua Borland, Shakera Arnold, Celso Sho",https://datamermaid.org/contact-project?project_id=d2225edc-0dbb-4c10-8cc7-e7d6dfaf149f
Northern Belize Coastal Complex,Blue Ventures (BV),Belize,HCMR-B-GUZ-03,17.851145,-87.983328,barrier,back reef,semi-exposed,NA,NA,NA,>10m - excellent,shallow,General Use Zone,NA,NA,NA,NA,NA,open access,2021-10-23,14:30:00,1.1,10,2m,2,1,Alexander Navarro,108,NA,Labridae,Thalassoma,Thalassoma bifasciatum,10,0.0107,2.916,1,2,8.82,3.49,planktivore,planktivore,19.56,public,NA,NA,NA,d8c10ab2-a3b7-403e-90a9-8189605c38c0,35d26736-411f-45bc-8a5e-3725a3d48587,"Darling Ortega, Fabian Kyne, Galento Galvez, Joshua Borland, Shakera Arnold, Celso Sho",https://datamermaid.org/contact-project?project_id=d2225edc-0dbb-4c10-8cc7-e7d6dfaf149f
Northern Belize Coastal Complex,Blue Ventures (BV),Belize,HCMR-B-GUZ-03,17.851145,-87.983328,barrier,back reef,semi-exposed,NA,NA,NA,>10m - excellent,shallow,General Use Zone,NA,NA,NA,NA,NA,open access,2021-10-23,14:30:00,1.1,10,2m,2,1,Alexander Navarro,108,NA,Labridae,Halichoeres,Halichoeres bivittatus,10,0.010516,3.092435,1,2,13.01,3.82,piscivore,pisci-invertivore,36.66,public,NA,NA,NA,d8c10ab2-a3b7-403e-90a9-8189605c38c0,35d26736-411f-45bc-8a5e-3725a3d48587,"Darling Ortega, Fabian Kyne, Galento Galvez, Joshua Borland, Shakera Arnold, Celso Sho",https://datamermaid.org/contact-project?project_id=d2225edc-0dbb-4c10-8cc7-e7d6dfaf149f
Northern Belize Coastal Complex,Blue Ventures (BV),Belize,HCMR-B-GUZ-03,17.851145,-87.983328,barrier,back reef,semi-exposed,NA,NA,NA,>10m - excellent,shallow,General Use Zone,NA,NA,NA,NA,NA,open access,2021-10-23,14:30:00,1.1,10,2m,2,1,Alexander Navarro,108,NA,Gobiidae,Coryphopterus,Coryphopterus glaucofraenum,3,0.021094,2.864699,1,2,0.49,2.67,herbivore-detritivore,detritivore,19.5,public,NA,NA,NA,d8c10ab2-a3b7-403e-90a9-8189605c38c0,35d26736-411f-45bc-8a5e-3725a3d48587,"Darling Ortega, Fabian Kyne, Galento Galvez, Joshua Borland, Shakera Arnold, Celso Sho",https://datamermaid.org/contact-project?project_id=d2225edc-0dbb-4c10-8cc7-e7d6dfaf149f
Northern Belize Coastal Complex,Blue Ventures (BV),Belize,HCMR-B-GUZ-03,17.851145,-87.983328,barrier,back reef,semi-exposed,NA,NA,NA,>10m - excellent,shallow,General Use Zone,NA,NA,NA,NA,NA,open access,2021-10-23,14:30:00,1.1,10,2m,2,1,Alexander Navarro,108,NA,Gobiidae,Coryphopterus,Coryphopterus glaucofraenum,2,0.021094,2.864699,1,1,0.08,2.67,herbivore-detritivore,detritivore,19.5,public,NA,NA,NA,d8c10ab2-a3b7-403e-90a9-8189605c38c0,35d26736-411f-45bc-8a5e-3725a3d48587,"Darling Ortega, Fabian Kyne, Galento Galvez, Joshua Borland, Shakera Arnold, Celso Sho",https://datamermaid.org/contact-project?project_id=d2225edc-0dbb-4c10-8cc7-e7d6dfaf149f
Northern Belize Coastal Complex,Blue Ventures (BV),Belize,HCMR-B-GUZ-03,17.851145,-87.983328,barrier,back reef,semi-exposed,NA,NA,NA,>10m - excellent,shallow,General Use Zone,NA,NA,NA,NA,NA,open access,2021-10-23,14:27:00,1.5,10,2m,2,1,Alexander Navarro,104,NA,Pomacentridae,Stegastes,Stegastes partitus,3,0.0123,3.05,1,1,0.18,2,herbivore-detritivore,cropper/grazer,20.93,public,NA,NA,NA,7382e5b3-9c31-4376-b88a-169dddd22385,35d26736-411f-45bc-8a5e-3725a3d48587,"Darling Ortega, Fabian Kyne, Galento Galvez, Joshua Borland, Shakera Arnold, Celso Sho",https://datamermaid.org/contact-project?project_id=d2225edc-0dbb-4c10-8cc7-e7d6dfaf149f
Northern Belize Coastal Complex,Blue Ventures (BV),Belize,HCMR-B-GUZ-03,17.851145,-87.983328,barrier,back reef,semi-exposed,NA,NA,NA,>10m - excellent,shallow,General Use Zone,NA,NA,NA,NA,NA,open access,2021-10-23,14:27:00,1.5,10,2m,2,1,Alexander Navarro,104,NA,Pomacentridae,Stegastes,Stegastes partitus,5,0.0123,3.05,1,1,0.83,2,herbivore-detritivore,cropper/grazer,20.93,public,NA,NA,NA,7382e5b3-9c31-4376-b88a-169dddd22385,35d26736-411f-45bc-8a5e-3725a3d48587,"Darling Ortega, Fabian Kyne, Galento Galvez, Joshua Borland, Shakera Arnold, Celso Sho",https://datamermaid.org/contact-project?project_id=d2225edc-0dbb-4c10-8cc7-e7d6dfaf149f
Northern Belize Coastal Complex,Blue Ventures (BV),Belize,HCMR-B-GUZ-03,17.851145,-87.983328,barrier,back reef,semi-exposed,NA,NA,NA,>10m - excellent,shallow,General Use Zone,NA,NA,NA,NA,NA,open access,2021-10-23,14:27:00,1.5,10,2m,2,1,Alexander Navarro,104,NA,Pomacentridae,Stegastes,Stegastes partitus,4,0.0123,3.05,1,2,0.84,2,herbivore-detritivore,cropper/grazer,20.93,public,NA,NA,NA,7382e5b3-9c31-4376-b88a-169dddd22385,35d26736-411f-45bc-8a5e-3725a3d48587,"Darling Ortega, Fabian Kyne, Galento Galvez, Joshua Borland, Shakera Arnold, Celso Sho",https://datamermaid.org/contact-project?project_id=d2225edc-0dbb-4c10-8cc7-e7d6dfaf149f
Northern Belize Coastal Complex,Blue Ventures (BV),Belize,HCMR-B-GUZ-03,17.851145,-87.983328,barrier,back reef,semi-exposed,NA,NA,NA,>10m - excellent,shallow,General Use Zone,NA,NA,NA,NA,NA,open access,2021-10-23,14:27:00,1.5,10,2m,2,1,Alexander Navarro,104,NA,Pomacentridae,Stegastes,Stegastes adustus,3,0.01995,2.99,1,1,0.27,2.49,omnivore,cropper/grazer,26,public,NA,NA,NA,7382e5b3-9c31-4376-b88a-169dddd22385,35d26736-411f-45bc-8a5e-3725a3d48587,"Darling Ortega, Fabian Kyne, Galento Galvez, Joshua Borland, Shakera Arnold, Celso Sho",https://datamermaid.org/contact-project?project_id=d2225edc-0dbb-4c10-8cc7-e7d6dfaf149f
Northern Belize Coastal Complex,Blue Ventures (BV),Belize,HCMR-B-GUZ-03,17.851145,-87.983328,barrier,back reef,semi-exposed,NA,NA,NA,>10m - excellent,shallow,General Use Zone,NA,NA,NA,NA,NA,open access,2021-10-23,14:27:00,1.5,10,2m,2,1,Alexander Navarro,104,NA,Pomacentridae,Stegastes,Stegastes adustus,4,0.01995,2.99,1,1,0.63,2.49,omnivore,cropper/grazer,26,public,NA,NA,NA,7382e5b3-9c31-4376-b88a-169dddd22385,35d26736-411f-45bc-8a5e-3725a3d48587,"Darling Ortega, Fabian Kyne, Galento Galvez, Joshua Borland, Shakera Arnold, Celso Sho",https://datamermaid.org/contact-project?project_id=d2225edc-0dbb-4c10-8cc7-e7d6dfaf149f
Northern Belize Coastal Complex,Blue Ventures (BV),Belize,HCMR-B-GUZ-03,17.851145,-87.983328,barrier,back reef,semi-exposed,NA,NA,NA,>10m - excellent,shallow,General Use Zone,NA,NA,NA,NA,NA,open access,2021-10-23,14:27:00,1.5,10,2m,2,1,Alexander Navarro,104,NA,Pomacentridae,Stegastes,Stegastes adustus,5,0.01995,2.99,1,1,1.23,2.49,omnivore,cropper/grazer,26,public,NA,NA,NA,7382e5b3-9c31-4376-b88a-169dddd22385,35d26736-411f-45bc-8a5e-3725a3d48587,"Darling Ortega, Fabian Kyne, Galento Galvez, Joshua Borland, Shakera Arnold, Celso Sho",https://datamermaid.org/contact-project?project_id=d2225edc-0dbb-4c10-8cc7-e7d6dfaf149f
Northern Belize Coastal Complex,Blue Ventures (BV),Belize,HCMR-B-GUZ-03,17.851145,-87.983328,barrier,back reef,semi-exposed,NA,NA,NA,>10m - excellent,shallow,General Use Zone,NA,NA,NA,NA,NA,open access,2021-10-23,14:27:00,1.5,10,2m,2,1,Alexander Navarro,104,NA,Labridae,Thalassoma,Thalassoma bifasciatum,6,0.0107,2.916,1,1,0.99,3.49,planktivore,planktivore,19.56,public,NA,NA,NA,7382e5b3-9c31-4376-b88a-169dddd22385,35d26736-411f-45bc-8a5e-3725a3d48587,"Darling Ortega, Fabian Kyne, Galento Galvez, Joshua Borland, Shakera Arnold, Celso Sho",https://datamermaid.org/contact-project?project_id=d2225edc-0dbb-4c10-8cc7-e7d6dfaf149f
Northern Belize Coastal Complex,Blue Ventures (BV),Belize,HCMR-B-GUZ-03,17.851145,-87.983328,barrier,back reef,semi-exposed,NA,NA,NA,>10m - excellent,shallow,General Use Zone,NA,NA,NA,NA,NA,open access,2021-10-23,14:27:00,1.5,10,2m,2,1,Alexander Navarro,104,NA,Labridae,Halichoeres,Halichoeres bivittatus,2,0.010516,3.092435,1,2,0.09,3.82,piscivore,pisci-invertivore,36.66,public,NA,NA,NA,7382e5b3-9c31-4376-b88a-169dddd22385,35d26736-411f-45bc-8a5e-3725a3d48587,"Darling Ortega, Fabian Kyne, Galento Galvez, Joshua Borland, Shakera Arnold, Celso Sho",https://datamermaid.org/contact-project?project_id=d2225edc-0dbb-4c10-8cc7-e7d6dfaf149f
Northern Belize Coastal Complex,Blue Ventures (BV),Belize,HCMR-B-GUZ-03,17.851145,-87.983328,barrier,back reef,semi-exposed,NA,NA,NA,>10m - excellent,shallow,General Use Zone,NA,NA,NA,NA,NA,open access,2021-10-23,14:27:00,1.5,10,2m,2,1,Alexander Navarro,104,NA,Labridae,Halichoeres,Halichoeres bivittatus,3,0.010516,3.092435,1,1,0.16,3.82,piscivore,pisci-invertivore,36.66,public,NA,NA,NA,7382e5b3-9c31-4376-b88a-169dddd22385,35d26736-411f-45bc-8a5e-3725a3d48587,"Darling Ortega, Fabian Kyne, Galento Galvez, Joshua Borland, Shakera Arnold, Celso Sho",https://datamermaid.org/contact-project?project_id=d2225edc-0dbb-4c10-8cc7-e7d6dfaf149f
Northern Belize Coastal Complex,Blue Ventures (BV),Belize,HCMR-B-GUZ-03,17.851145,-87.983328,barrier,back reef,semi-exposed,NA,NA,NA,>10m - excellent,shallow,General Use Zone,NA,NA,NA,NA,NA,open access,2021-10-23,14:27:00,1.5,10,2m,2,1,Alexander Navarro,104,NA,Labridae,Halichoeres,Halichoeres bivittatus,4,0.010516,3.092435,1,2,0.77,3.82,piscivore,pisci-invertivore,36.66,public,NA,NA,NA,7382e5b3-9c31-4376-b88a-169dddd22385,35d26736-411f-45bc-8a5e-3725a3d48587,"Darling Ortega, Fabian Kyne, Galento Galvez, Joshua Borland, Shakera Arnold, Celso Sho",https://datamermaid.org/contact-project?project_id=d2225edc-0dbb-4c10-8cc7-e7d6dfaf149f
Northern Belize Coastal Complex,Blue Ventures (BV),Belize,HCMR-B-GUZ-03,17.851145,-87.983328,barrier,back reef,semi-exposed,NA,NA,NA,>10m - excellent,shallow,General Use Zone,NA,NA,NA,NA,NA,open access,2021-10-23,14:27:00,1.5,10,2m,2,1,Alexander Navarro,104,NA,Labridae,Halichoeres,Halichoeres bivittatus,5,0.010516,3.092435,1,1,0.76,3.82,piscivore,pisci-invertivore,36.66,public,NA,NA,NA,7382e5b3-9c31-4376-b88a-169dddd22385,35d26736-411f-45bc-8a5e-3725a3d48587,"Darling Ortega, Fabian Kyne, Galento Galvez, Joshua Borland, Shakera Arnold, Celso Sho",https://datamermaid.org/contact-project?project_id=d2225edc-0dbb-4c10-8cc7-e7d6dfaf149f
Northern Belize Coastal Complex,Blue Ventures (BV),Belize,HCMR-B-GUZ-03,17.851145,-87.983328,barrier,back reef,semi-exposed,NA,NA,NA,>10m - excellent,shallow,General Use Zone,NA,NA,NA,NA,NA,open access,2021-10-23,14:27:00,1.5,10,2m,2,1,Alexander Navarro,104,NA,Haemulidae,Haemulon,Haemulon sciurus,16,0.031917,2.8819,1,10,471.14,3.48,invertivore-mobile,macro-invertivore,35.33,public,NA,NA,NA,7382e5b3-9c31-4376-b88a-169dddd22385,35d26736-411f-45bc-8a5e-3725a3d48587,"Darling Ortega, Fabian Kyne, Galento Galvez, Joshua Borland, Shakera Arnold, Celso Sho",https://datamermaid.org/contact-project?project_id=d2225edc-0dbb-4c10-8cc7-e7d6dfaf149f
Northern Belize Coastal Complex,Blue Ventures (BV),Belize,HCMR-B-GUZ-03,17.851145,-87.983328,barrier,back reef,semi-exposed,NA,NA,NA,>10m - excellent,shallow,General Use Zone,NA,NA,NA,NA,NA,open access,2021-10-23,14:27:00,1.5,10,2m,2,1,Alexander Navarro,104,NA,Scaridae,Sparisoma,Sparisoma aurofrenatum,4,0.0117,3.15,1,1,0.46,2,herbivore-detritivore,excavator,22.3,public,NA,NA,NA,7382e5b3-9c31-4376-b88a-169dddd22385,35d26736-411f-45bc-8a5e-3725a3d48587,"Darling Ortega, Fabian Kyne, Galento Galvez, Joshua Borland, Shakera Arnold, Celso Sho",https://datamermaid.org/contact-project?project_id=d2225edc-0dbb-4c10-8cc7-e7d6dfaf149f
Northern Belize Coastal Complex,Blue Ventures (BV),Belize,HCMR-B-GUZ-03,17.851145,-87.983328,barrier,back reef,semi-exposed,NA,NA,NA,>10m - excellent,shallow,General Use Zone,NA,NA,NA,NA,NA,open access,2021-10-23,14:27:00,1.5,10,2m,2,1,Alexander Navarro,104,NA,Scaridae,Sparisoma,Sparisoma viride,8,0.0138,3.05,1,1,3.92,2,herbivore-detritivore,excavator,31.4,public,NA,NA,NA,7382e5b3-9c31-4376-b88a-169dddd22385,35d26736-411f-45bc-8a5e-3725a3d48587,"Darling Ortega, Fabian Kyne, Galento Galvez, Joshua Borland, Shakera Arnold, Celso Sho",https://datamermaid.org/contact-project?project_id=d2225edc-0dbb-4c10-8cc7-e7d6dfaf149f
Northern Belize Coastal Complex,Blue Ventures (BV),Belize,HCMR-B-GUZ-03,17.851145,-87.983328,barrier,back reef,semi-exposed,NA,NA,NA,>10m - excellent,shallow,General Use Zone,NA,NA,NA,NA,NA,open access,2021-10-23,14:27:00,1.5,10,2m,2,1,Alexander Navarro,104,NA,Scaridae,Sparisoma,Sparisoma viride,4,0.0138,3.05,1,1,0.47,2,herbivore-detritivore,excavator,31.4,public,NA,NA,NA,7382e5b3-9c31-4376-b88a-169dddd22385,35d26736-411f-45bc-8a5e-3725a3d48587,"Darling Ortega, Fabian Kyne, Galento Galvez, Joshua Borland, Shakera Arnold, Celso Sho",https://datamermaid.org/contact-project?project_id=d2225edc-0dbb-4c10-8cc7-e7d6dfaf149f
Northern Belize Coastal Complex,Blue Ventures (BV),Belize,HCMR-B-GUZ-03,17.851145,-87.983328,barrier,back reef,semi-exposed,NA,NA,NA,>10m - excellent,shallow,General Use Zone,NA,NA,NA,NA,NA,open access,2021-10-23,14:27:00,1.5,10,2m,2,1,Alexander Navarro,104,NA,Scaridae,Sparisoma,Sparisoma viride,2,0.0138,3.05,1,1,0.06,2,herbivore-detritivore,excavator,31.4,public,NA,NA,NA,7382e5b3-9c31-4376-b88a-169dddd22385,35d26736-411f-45bc-8a5e-3725a3d48587,"Darling Ortega, Fabian Kyne, Galento Galvez, Joshua Borland, Shakera Arnold, Celso Sho",https://datamermaid.org/contact-project?project_id=d2225edc-0dbb-4c10-8cc7-e7d6dfaf149f
Northern Belize Coastal Complex,Blue Ventures (BV),Belize,HCMR-B-GUZ-03,17.851145,-87.983328,barrier,back reef,semi-exposed,NA,NA,NA,>10m - excellent,shallow,General Use Zone,NA,NA,NA,NA,NA,open access,2021-10-23,14:27:00,1.5,10,2m,2,1,Alexander Navarro,104,NA,Scaridae,Scarus,Scarus iseri,10,0.0158,3.0515,1,1,8.89,2,herbivore-detritivore,scraper,17.19,public,NA,NA,NA,7382e5b3-9c31-4376-b88a-169dddd22385,35d26736-411f-45bc-8a5e-3725a3d48587,"Darling Ortega, Fabian Kyne, Galento Galvez, Joshua Borland, Shakera Arnold, Celso Sho",https://datamermaid.org/contact-project?project_id=d2225edc-0dbb-4c10-8cc7-e7d6dfaf149f
Northern Belize Coastal Complex,Blue Ventures (BV),Belize,HCMR-B-GUZ-03,17.851145,-87.983328,barrier,back reef,semi-exposed,NA,NA,NA,>10m - excellent,shallow,General Use Zone,NA,NA,NA,NA,NA,open access,2021-10-23,14:27:00,1.5,10,2m,2,1,Alexander Navarro,104,NA,Pomacentridae,Stegastes,Stegastes variabilis,4,0.0156,3.13,1,1,0.6,2.54,omnivore,cropper/grazer,24.15,public,NA,NA,NA,7382e5b3-9c31-4376-b88a-169dddd22385,35d26736-411f-45bc-8a5e-3725a3d48587,"Darling Ortega, Fabian Kyne, Galento Galvez, Joshua Borland, Shakera Arnold, Celso Sho",https://datamermaid.org/contact-project?project_id=d2225edc-0dbb-4c10-8cc7-e7d6dfaf149f
Northern Belize Coastal Complex,Blue Ventures (BV),Belize,HCMR-B-GUZ-03,17.851145,-87.983328,barrier,back reef,semi-exposed,NA,NA,NA,>10m - excellent,shallow,General Use Zone,NA,NA,NA,NA,NA,open access,2021-10-23,14:27:00,1.5,10,2m,2,1,Alexander Navarro,105,NA,Pomacentridae,Stegastes,Stegastes partitus,3,0.0123,3.05,1,3,0.53,2,herbivore-detritivore,cropper/grazer,20.93,public,NA,NA,NA,bcc3196a-1535-41fe-907a-0e9ef91a2b87,35d26736-411f-45bc-8a5e-3725a3d48587,"Darling Ortega, Fabian Kyne, Galento Galvez, Joshua Borland, Shakera Arnold, Celso Sho",https://datamermaid.org/contact-project?project_id=d2225edc-0dbb-4c10-8cc7-e7d6dfaf149f
Northern Belize Coastal Complex,Blue Ventures (BV),Belize,HCMR-B-GUZ-03,17.851145,-87.983328,barrier,back reef,semi-exposed,NA,NA,NA,>10m - excellent,shallow,General Use Zone,NA,NA,NA,NA,NA,open access,2021-10-23,14:27:00,1.5,10,2m,2,1,Alexander Navarro,105,NA,Pomacentridae,Stegastes,Stegastes diencaeus,3,0.01995,2.99,1,2,0.53,2,herbivore-detritivore,cropper/grazer,24.15,public,NA,NA,NA,bcc3196a-1535-41fe-907a-0e9ef91a2b87,35d26736-411f-45bc-8a5e-3725a3d48587,"Darling Ortega, Fabian Kyne, Galento Galvez, Joshua Borland, Shakera Arnold, Celso Sho",https://datamermaid.org/contact-project?project_id=d2225edc-0dbb-4c10-8cc7-e7d6dfaf149f
Northern Belize Coastal Complex,Blue Ventures (BV),Belize,HCMR-B-GUZ-03,17.851145,-87.983328,barrier,back reef,semi-exposed,NA,NA,NA,>10m - excellent,shallow,General Use Zone,NA,NA,NA,NA,NA,open access,2021-10-23,14:27:00,1.5,10,2m,2,1,Alexander Navarro,105,NA,Labridae,Halichoeres,Halichoeres bivittatus,6,0.010516,3.092435,1,3,4.02,3.82,piscivore,pisci-invertivore,36.66,public,NA,NA,NA,bcc3196a-1535-41fe-907a-0e9ef91a2b87,35d26736-411f-45bc-8a5e-3725a3d48587,"Darling Ortega, Fabian Kyne, Galento Galvez, Joshua Borland, Shakera Arnold, Celso Sho",https://datamermaid.org/contact-project?project_id=d2225edc-0dbb-4c10-8cc7-e7d6dfaf149f
Northern Belize Coastal Complex,Blue Ventures (BV),Belize,HCMR-B-GUZ-03,17.851145,-87.983328,barrier,back reef,semi-exposed,NA,NA,NA,>10m - excellent,shallow,General Use Zone,NA,NA,NA,NA,NA,open access,2021-10-23,14:27:00,1.5,10,2m,2,1,Alexander Navarro,105,NA,Labridae,Halichoeres,Halichoeres bivittatus,4,0.010516,3.092435,1,1,0.38,3.82,piscivore,pisci-invertivore,36.66,public,NA,NA,NA,bcc3196a-1535-41fe-907a-0e9ef91a2b87,35d26736-411f-45bc-8a5e-3725a3d48587,"Darling Ortega, Fabian Kyne, Galento Galvez, Joshua Borland, Shakera Arnold, Celso Sho",https://datamermaid.org/contact-project?project_id=d2225edc-0dbb-4c10-8cc7-e7d6dfaf149f
Northern Belize Coastal Complex,Blue Ventures (BV),Belize,HCMR-B-GUZ-03,17.851145,-87.983328,barrier,back reef,semi-exposed,NA,NA,NA,>10m - excellent,shallow,General Use Zone,NA,NA,NA,NA,NA,open access,2021-10-23,14:27:00,1.5,10,2m,2,1,Alexander Navarro,105,NA,Pomacentridae,Abudefduf,Abudefduf saxatilis,4,0.023283,2.877253,1,1,0.63,2.76,omnivore,planktivore,32.28,public,NA,NA,NA,bcc3196a-1535-41fe-907a-0e9ef91a2b87,35d26736-411f-45bc-8a5e-3725a3d48587,"Darling Ortega, Fabian Kyne, Galento Galvez, Joshua Borland, Shakera Arnold, Celso Sho",https://datamermaid.org/contact-project?project_id=d2225edc-0dbb-4c10-8cc7-e7d6dfaf149f
Northern Belize Coastal Complex,Blue Ventures (BV),Belize,HCMR-B-GUZ-03,17.851145,-87.983328,barrier,back reef,semi-exposed,NA,NA,NA,>10m - excellent,shallow,General Use Zone,NA,NA,NA,NA,NA,open access,2021-10-23,14:27:00,1.5,10,2m,2,1,Alexander Navarro,105,NA,Haemulidae,Haemulon,Haemulon flavolineatum,13,0.012454,3.063327,1,1,16.09,3.46,invertivore-mobile,macro-invertivore,31.73,public,NA,NA,NA,bcc3196a-1535-41fe-907a-0e9ef91a2b87,35d26736-411f-45bc-8a5e-3725a3d48587,"Darling Ortega, Fabian Kyne, Galento Galvez, Joshua Borland, Shakera Arnold, Celso Sho",https://datamermaid.org/contact-project?project_id=d2225edc-0dbb-4c10-8cc7-e7d6dfaf149f
Northern Belize Coastal Complex,Blue Ventures (BV),Belize,HCMR-B-GUZ-03,17.851145,-87.983328,barrier,back reef,semi-exposed,NA,NA,NA,>10m - excellent,shallow,General Use Zone,NA,NA,NA,NA,NA,open access,2021-10-23,14:27:00,1.5,10,2m,2,1,Alexander Navarro,105,NA,Scaridae,Scarus,Scarus iseri,3,0.0158,3.0515,1,3,0.68,2,herbivore-detritivore,scraper,17.19,public,NA,NA,NA,bcc3196a-1535-41fe-907a-0e9ef91a2b87,35d26736-411f-45bc-8a5e-3725a3d48587,"Darling Ortega, Fabian Kyne, Galento Galvez, Joshua Borland, Shakera Arnold, Celso Sho",https://datamermaid.org/contact-project?project_id=d2225edc-0dbb-4c10-8cc7-e7d6dfaf149f
Northern Belize Coastal Complex,Blue Ventures (BV),Belize,HCMR-B-GUZ-03,17.851145,-87.983328,barrier,back reef,semi-exposed,NA,NA,NA,>10m - excellent,shallow,General Use Zone,NA,NA,NA,NA,NA,open access,2021-10-23,14:27:00,1.5,10,2m,2,1,Alexander Navarro,105,NA,Pomacentridae,Microspathodon,Microspathodon chrysurus,3,0.0239,3.082,1,1,0.35,2,herbivore-detritivore,cropper/grazer,31.23,public,NA,NA,NA,bcc3196a-1535-41fe-907a-0e9ef91a2b87,35d26736-411f-45bc-8a5e-3725a3d48587,"Darling Ortega, Fabian Kyne, Galento Galvez, Joshua Borland, Shakera Arnold, Celso Sho",https://datamermaid.org/contact-project?project_id=d2225edc-0dbb-4c10-8cc7-e7d6dfaf149f
Northern Belize Coastal Complex,Blue Ventures (BV),Belize,HCMR-B-GUZ-03,17.851145,-87.983328,barrier,back reef,semi-exposed,NA,NA,NA,>10m - excellent,shallow,General Use Zone,NA,NA,NA,NA,NA,open access,2021-10-23,14:27:00,1.5,10,2m,2,1,Alexander Navarro,105,NA,Pomacentridae,Microspathodon,Microspathodon chrysurus,5,0.0239,3.082,1,4,6.82,2,herbivore-detritivore,cropper/grazer,31.23,public,NA,NA,NA,bcc3196a-1535-41fe-907a-0e9ef91a2b87,35d26736-411f-45bc-8a5e-3725a3d48587,"Darling Ortega, Fabian Kyne, Galento Galvez, Joshua Borland, Shakera Arnold, Celso Sho",https://datamermaid.org/contact-project?project_id=d2225edc-0dbb-4c10-8cc7-e7d6dfaf149f
Northern Belize Coastal Complex,Blue Ventures (BV),Belize,HCMR-B-GUZ-03,17.851145,-87.983328,barrier,back reef,semi-exposed,NA,NA,NA,>10m - excellent,shallow,General Use Zone,NA,NA,NA,NA,NA,open access,2021-10-23,14:27:00,1.5,10,2m,2,1,Alexander Navarro,105,NA,Pomacentridae,Stegastes,Stegastes planifrons,3,0.02042,2.97,1,1,0.27,2.82,omnivore,cropper/grazer,23.52,public,NA,NA,NA,bcc3196a-1535-41fe-907a-0e9ef91a2b87,35d26736-411f-45bc-8a5e-3725a3d48587,"Darling Ortega, Fabian Kyne, Galento Galvez, Joshua Borland, Shakera Arnold, Celso Sho",https://datamermaid.org/contact-project?project_id=d2225edc-0dbb-4c10-8cc7-e7d6dfaf149f
Northern Belize Coastal Complex,Blue Ventures (BV),Belize,HCMR-B-GUZ-03,17.851145,-87.983328,barrier,back reef,semi-exposed,NA,NA,NA,>10m - excellent,shallow,General Use Zone,NA,NA,NA,NA,NA,open access,2021-10-23,14:27:00,1.5,10,2m,2,1,Alexander Navarro,105,NA,Serranidae,Serranus,Serranus tigrinus,4,0.0102,3.04,1,1,0.35,3.5,invertivore-mobile,macro-invertivore,22.2,public,NA,NA,NA,bcc3196a-1535-41fe-907a-0e9ef91a2b87,35d26736-411f-45bc-8a5e-3725a3d48587,"Darling Ortega, Fabian Kyne, Galento Galvez, Joshua Borland, Shakera Arnold, Celso Sho",https://datamermaid.org/contact-project?project_id=d2225edc-0dbb-4c10-8cc7-e7d6dfaf149f
